species_id,canonical_scientific,primary_common,n_prompts,prompts
1395044,Ramonda myconi,Pyranean-violet,3,"[""a photo of Ramonda myconi"", ""a close-up photo of Ramonda myconi"", ""a wild plant of species Ramonda myconi""]"
1395553,Rubus nemoralis,,3,"[""a photo of Rubus nemoralis"", ""a close-up photo of Rubus nemoralis"", ""a wild plant of species Rubus nemoralis""]"
1362442,Dactylorhiza incarnata,Early marsh-orchid,3,"[""a photo of Dactylorhiza incarnata"", ""a close-up photo of Dactylorhiza incarnata"", ""a wild plant of species Dactylorhiza incarnata""]"
1741755,Pulsatilla halleri,Haller's anemone,3,"[""a photo of Pulsatilla halleri"", ""a close-up photo of Pulsatilla halleri"", ""a wild plant of species Pulsatilla halleri""]"
1359450,Retama monosperma,Bridal broom,3,"[""a photo of Retama monosperma"", ""a close-up photo of Retama monosperma"", ""a wild plant of species Retama monosperma""]"
1360457,Salix purpurea,Basket willow,3,"[""a photo of Salix purpurea"", ""a close-up photo of Salix purpurea"", ""a wild plant of species Salix purpurea""]"
1394981,Pulmonaria angustifolia,Blue cowslip,3,"[""a photo of Pulmonaria angustifolia"", ""a close-up photo of Pulmonaria angustifolia"", ""a wild plant of species Pulmonaria angustifolia""]"
1362898,Malva multiflora,Cheeseweed,3,"[""a photo of Malva multiflora"", ""a close-up photo of Malva multiflora"", ""a wild plant of species Malva multiflora""]"
1360347,Rosa pouzinii,,3,"[""a photo of Rosa pouzinii"", ""a close-up photo of Rosa pouzinii"", ""a wild plant of species Rosa pouzinii""]"
1357608,Gnaphalium uliginosum,Cudweed,3,"[""a photo of Gnaphalium uliginosum"", ""a close-up photo of Gnaphalium uliginosum"", ""a wild plant of species Gnaphalium uliginosum""]"
1358103,Sedum cepaea,Pink stonecrop,3,"[""a photo of Sedum cepaea"", ""a close-up photo of Sedum cepaea"", ""a wild plant of species Sedum cepaea""]"
1361394,Rostraria cristata,Mediterranean hair-grass,3,"[""a photo of Rostraria cristata"", ""a close-up photo of Rostraria cristata"", ""a wild plant of species Rostraria cristata""]"
1397366,Dianthus armeria,Deptford pink,3,"[""a photo of Dianthus armeria"", ""a close-up photo of Dianthus armeria"", ""a wild plant of species Dianthus armeria""]"
1395489,Rubus gratus,,3,"[""a photo of Rubus gratus"", ""a close-up photo of Rubus gratus"", ""a wild plant of species Rubus gratus""]"
1359010,Teucrium pseudochamaepitys,,3,"[""a photo of Teucrium pseudochamaepitys"", ""a close-up photo of Teucrium pseudochamaepitys"", ""a wild plant of species Teucrium pseudochamaepitys""]"
1395953,Saxifraga callosa,,3,"[""a photo of Saxifraga callosa"", ""a close-up photo of Saxifraga callosa"", ""a wild plant of species Saxifraga callosa""]"
1360352,Rosa stylosa,Short-styled field-rose,3,"[""a photo of Rosa stylosa"", ""a close-up photo of Rosa stylosa"", ""a wild plant of species Rosa stylosa""]"
1361174,Potamogeton perfoliatus,Clasped pondweed,3,"[""a photo of Potamogeton perfoliatus"", ""a close-up photo of Potamogeton perfoliatus"", ""a wild plant of species Potamogeton perfoliatus""]"
1395351,Rosa sherardii,Sherard's downy rose,3,"[""a photo of Rosa sherardii"", ""a close-up photo of Rosa sherardii"", ""a wild plant of species Rosa sherardii""]"
1407739,Bromus catharticus,,3,"[""a photo of Bromus catharticus"", ""a close-up photo of Bromus catharticus"", ""a wild plant of species Bromus catharticus""]"
1668240,Rosa glauca,Red-leaved rose,3,"[""a photo of Rosa glauca"", ""a close-up photo of Rosa glauca"", ""a wild plant of species Rosa glauca""]"
1400104,Acacia baileyana,Bailey's acacia,3,"[""a photo of Acacia baileyana"", ""a close-up photo of Acacia baileyana"", ""a wild plant of species Acacia baileyana""]"
1358854,Prunella laciniata,Cut-leaved selfheal,3,"[""a photo of Prunella laciniata"", ""a close-up photo of Prunella laciniata"", ""a wild plant of species Prunella laciniata""]"
1395991,Saxifraga hirsuta,Kidney saxifrage,3,"[""a photo of Saxifraga hirsuta"", ""a close-up photo of Saxifraga hirsuta"", ""a wild plant of species Saxifraga hirsuta""]"
1395602,Rubus scaber,,3,"[""a photo of Rubus scaber"", ""a close-up photo of Rubus scaber"", ""a wild plant of species Rubus scaber""]"
1397470,Pseudorchis albida,Small-white orchid,3,"[""a photo of Pseudorchis albida"", ""a close-up photo of Pseudorchis albida"", ""a wild plant of species Pseudorchis albida""]"
1389627,Micranthes stellaris,Starry saxifrage,3,"[""a photo of Micranthes stellaris"", ""a close-up photo of Micranthes stellaris"", ""a wild plant of species Micranthes stellaris""]"
1395081,Ranunculus fluitans,,3,"[""a photo of Ranunculus fluitans"", ""a close-up photo of Ranunculus fluitans"", ""a wild plant of species Ranunculus fluitans""]"
1395852,Salix pentandra,Bay willow,3,"[""a photo of Salix pentandra"", ""a close-up photo of Salix pentandra"", ""a wild plant of species Salix pentandra""]"
1744243,Salvia jordanii,,3,"[""a photo of Salvia jordanii"", ""a close-up photo of Salvia jordanii"", ""a wild plant of species Salvia jordanii""]"
1359569,Vicia onobrychioides,,3,"[""a photo of Vicia onobrychioides"", ""a close-up photo of Vicia onobrychioides"", ""a wild plant of species Vicia onobrychioides""]"
1399781,Potentilla pedata,,3,"[""a photo of Potentilla pedata"", ""a close-up photo of Potentilla pedata"", ""a wild plant of species Potentilla pedata""]"
1364108,Mantisalca salmantica,Dagger flower,3,"[""a photo of Mantisalca salmantica"", ""a close-up photo of Mantisalca salmantica"", ""a wild plant of species Mantisalca salmantica""]"
1394910,Primula hirsuta,,3,"[""a photo of Primula hirsuta"", ""a close-up photo of Primula hirsuta"", ""a wild plant of species Primula hirsuta""]"
1356435,Pteris cretica,Cretan brake,3,"[""a photo of Pteris cretica"", ""a close-up photo of Pteris cretica"", ""a wild plant of species Pteris cretica""]"
1393823,Mercurialis tomentosa,,3,"[""a photo of Mercurialis tomentosa"", ""a close-up photo of Mercurialis tomentosa"", ""a wild plant of species Mercurialis tomentosa""]"
1397545,Rumex aquaticus,Scottish dock,3,"[""a photo of Rumex aquaticus"", ""a close-up photo of Rumex aquaticus"", ""a wild plant of species Rumex aquaticus""]"
1395617,Rubus sulcatus,,3,"[""a photo of Rubus sulcatus"", ""a close-up photo of Rubus sulcatus"", ""a wild plant of species Rubus sulcatus""]"
1363973,Ranunculus aquatilis,Common water-crowfoot,3,"[""a photo of Ranunculus aquatilis"", ""a close-up photo of Ranunculus aquatilis"", ""a wild plant of species Ranunculus aquatilis""]"
1360194,Ranunculus bullatus,,3,"[""a photo of Ranunculus bullatus"", ""a close-up photo of Ranunculus bullatus"", ""a wild plant of species Ranunculus bullatus""]"
1420448,Rosa majalis,Cinnamom rose,3,"[""a photo of Rosa majalis"", ""a close-up photo of Rosa majalis"", ""a wild plant of species Rosa majalis""]"
1396405,Spiraea salicifolia,Bridewort,3,"[""a photo of Spiraea salicifolia"", ""a close-up photo of Spiraea salicifolia"", ""a wild plant of species Spiraea salicifolia""]"
1361885,Nicotiana alata,Flowering tobacco,3,"[""a photo of Nicotiana alata"", ""a close-up photo of Nicotiana alata"", ""a wild plant of species Nicotiana alata""]"
1395217,Romulea rosea,Guildford-grass,3,"[""a photo of Romulea rosea"", ""a close-up photo of Romulea rosea"", ""a wild plant of species Romulea rosea""]"
1548459,Quercus rotundifolia,Holm oak,3,"[""a photo of Quercus rotundifolia"", ""a close-up photo of Quercus rotundifolia"", ""a wild plant of species Quercus rotundifolia""]"
1357870,Serratula tinctoria,Dyer's plumeless saw-wort,3,"[""a photo of Serratula tinctoria"", ""a close-up photo of Serratula tinctoria"", ""a wild plant of species Serratula tinctoria""]"
1360337,Rosa deseglisei,,3,"[""a photo of Rosa deseglisei"", ""a close-up photo of Rosa deseglisei"", ""a wild plant of species Rosa deseglisei""]"
1395120,Ranunculus pyrenaeus,,3,"[""a photo of Ranunculus pyrenaeus"", ""a close-up photo of Ranunculus pyrenaeus"", ""a wild plant of species Ranunculus pyrenaeus""]"
1395667,Rumex longifolius,Butter dock,3,"[""a photo of Rumex longifolius"", ""a close-up photo of Rumex longifolius"", ""a wild plant of species Rumex longifolius""]"
1396177,Sempervivum calcareum,,3,"[""a photo of Sempervivum calcareum"", ""a close-up photo of Sempervivum calcareum"", ""a wild plant of species Sempervivum calcareum""]"
1739189,Pseudopodospermum hispanicum,,3,"[""a photo of Pseudopodospermum hispanicum"", ""a close-up photo of Pseudopodospermum hispanicum"", ""a wild plant of species Pseudopodospermum hispanicum""]"
1518245,Pseudognaphalium undulatum,Cape cudweed,3,"[""a photo of Pseudognaphalium undulatum"", ""a close-up photo of Pseudognaphalium undulatum"", ""a wild plant of species Pseudognaphalium undulatum""]"
1425474,Ridolfia segetum,False fennel,3,"[""a photo of Ridolfia segetum"", ""a close-up photo of Ridolfia segetum"", ""a wild plant of species Ridolfia segetum""]"
1389311,Rubus pruinosus,,3,"[""a photo of Rubus pruinosus"", ""a close-up photo of Rubus pruinosus"", ""a wild plant of species Rubus pruinosus""]"
1432743,Pseudosasa japonica,Arrow bamboo,3,"[""a photo of Pseudosasa japonica"", ""a close-up photo of Pseudosasa japonica"", ""a wild plant of species Pseudosasa japonica""]"
1394886,Potentilla valderia,,3,"[""a photo of Potentilla valderia"", ""a close-up photo of Potentilla valderia"", ""a wild plant of species Potentilla valderia""]"
1743750,Iberodes littoralis,,3,"[""a photo of Iberodes littoralis"", ""a close-up photo of Iberodes littoralis"", ""a wild plant of species Iberodes littoralis""]"
1395628,Rubus vestitus,European blackberry,3,"[""a photo of Rubus vestitus"", ""a close-up photo of Rubus vestitus"", ""a wild plant of species Rubus vestitus""]"
1395168,Rhinanthus glacialis,,3,"[""a photo of Rhinanthus glacialis"", ""a close-up photo of Rhinanthus glacialis"", ""a wild plant of species Rhinanthus glacialis""]"
1358797,Micromeria graeca,,3,"[""a photo of Micromeria graeca"", ""a close-up photo of Micromeria graeca"", ""a wild plant of species Micromeria graeca""]"
1394326,Orobanche alba,Thyme broomrape,3,"[""a photo of Orobanche alba"", ""a close-up photo of Orobanche alba"", ""a wild plant of species Orobanche alba""]"
1358511,Erica scoparia,Besom heath,3,"[""a photo of Erica scoparia"", ""a close-up photo of Erica scoparia"", ""a wild plant of species Erica scoparia""]"
1398644,Psilotum nudum,Whisk fern,3,"[""a photo of Psilotum nudum"", ""a close-up photo of Psilotum nudum"", ""a wild plant of species Psilotum nudum""]"
1357847,Scolymus grandiflorus,,3,"[""a photo of Scolymus grandiflorus"", ""a close-up photo of Scolymus grandiflorus"", ""a wild plant of species Scolymus grandiflorus""]"
1394984,Pulmonaria mollis,,3,"[""a photo of Pulmonaria mollis"", ""a close-up photo of Pulmonaria mollis"", ""a wild plant of species Pulmonaria mollis""]"
1360152,Adonis microcarpa,Pheasant's-eye,3,"[""a photo of Adonis microcarpa"", ""a close-up photo of Adonis microcarpa"", ""a wild plant of species Adonis microcarpa""]"
1396206,Senecio sarracenicus,Broad-leaved ragwort,3,"[""a photo of Senecio sarracenicus"", ""a close-up photo of Senecio sarracenicus"", ""a wild plant of species Senecio sarracenicus""]"
1398791,Ptilostemon hispanicus,,3,"[""a photo of Ptilostemon hispanicus"", ""a close-up photo of Ptilostemon hispanicus"", ""a wild plant of species Ptilostemon hispanicus""]"
1722605,Prunus amygdalus,,3,"[""a photo of Prunus amygdalus"", ""a close-up photo of Prunus amygdalus"", ""a wild plant of species Prunus amygdalus""]"
1360459,Salix triandra,Almond willow,3,"[""a photo of Salix triandra"", ""a close-up photo of Salix triandra"", ""a wild plant of species Salix triandra""]"
1397182,Asparagus tenuifolius,,3,"[""a photo of Asparagus tenuifolius"", ""a close-up photo of Asparagus tenuifolius"", ""a wild plant of species Asparagus tenuifolius""]"
1397871,Salix rosmarinifolia,,3,"[""a photo of Salix rosmarinifolia"", ""a close-up photo of Salix rosmarinifolia"", ""a wild plant of species Salix rosmarinifolia""]"
1360753,Lagoecia cuminoides,,3,"[""a photo of Lagoecia cuminoides"", ""a close-up photo of Lagoecia cuminoides"", ""a wild plant of species Lagoecia cuminoides""]"
1397498,Silene otites,Breckland catchfly,3,"[""a photo of Silene otites"", ""a close-up photo of Silene otites"", ""a wild plant of species Silene otites""]"
1396023,Saxifraga praetermissa,,3,"[""a photo of Saxifraga praetermissa"", ""a close-up photo of Saxifraga praetermissa"", ""a wild plant of species Saxifraga praetermissa""]"
1395264,Rosa caesia,,3,"[""a photo of Rosa caesia"", ""a close-up photo of Rosa caesia"", ""a wild plant of species Rosa caesia""]"
1360220,Ranunculus penicillatus,,3,"[""a photo of Ranunculus penicillatus"", ""a close-up photo of Ranunculus penicillatus"", ""a wild plant of species Ranunculus penicillatus""]"
1742959,Dysphania atriplicifolia,Winged pigweed,3,"[""a photo of Dysphania atriplicifolia"", ""a close-up photo of Dysphania atriplicifolia"", ""a wild plant of species Dysphania atriplicifolia""]"
1360207,Ranunculus lateriflorus,,3,"[""a photo of Ranunculus lateriflorus"", ""a close-up photo of Ranunculus lateriflorus"", ""a wild plant of species Ranunculus lateriflorus""]"
1395966,Saxifraga cotyledon,,3,"[""a photo of Saxifraga cotyledon"", ""a close-up photo of Saxifraga cotyledon"", ""a wild plant of species Saxifraga cotyledon""]"
1360687,Daucus muricatus,,3,"[""a photo of Daucus muricatus"", ""a close-up photo of Daucus muricatus"", ""a wild plant of species Daucus muricatus""]"
1396850,Trifolium diffusum,Diffuse clover,3,"[""a photo of Trifolium diffusum"", ""a close-up photo of Trifolium diffusum"", ""a wild plant of species Trifolium diffusum""]"
1360215,Ranunculus omiophyllus,Lenormand's water crowfoot,3,"[""a photo of Ranunculus omiophyllus"", ""a close-up photo of Ranunculus omiophyllus"", ""a wild plant of species Ranunculus omiophyllus""]"
1398930,Rorippa pyrenaica,,3,"[""a photo of Rorippa pyrenaica"", ""a close-up photo of Rorippa pyrenaica"", ""a wild plant of species Rorippa pyrenaica""]"
1503729,Cirsium alsophilum,,3,"[""a photo of Cirsium alsophilum"", ""a close-up photo of Cirsium alsophilum"", ""a wild plant of species Cirsium alsophilum""]"
1395821,Salix lapponum,Downy willow,3,"[""a photo of Salix lapponum"", ""a close-up photo of Salix lapponum"", ""a wild plant of species Salix lapponum""]"
1363992,Potentilla supina,Bushy cinquefoil,3,"[""a photo of Potentilla supina"", ""a close-up photo of Potentilla supina"", ""a wild plant of species Potentilla supina""]"
1395862,Salix pyrenaica,,3,"[""a photo of Salix pyrenaica"", ""a close-up photo of Salix pyrenaica"", ""a wild plant of species Salix pyrenaica""]"
1711782,Biserrula pelecinus,,3,"[""a photo of Biserrula pelecinus"", ""a close-up photo of Biserrula pelecinus"", ""a wild plant of species Biserrula pelecinus""]"
1397487,Scabiosa cinerea,,3,"[""a photo of Scabiosa cinerea"", ""a close-up photo of Scabiosa cinerea"", ""a wild plant of species Scabiosa cinerea""]"
1395948,Saxifraga biflora,,3,"[""a photo of Saxifraga biflora"", ""a close-up photo of Saxifraga biflora"", ""a wild plant of species Saxifraga biflora""]"
1723119,Furcraea selloana,Wild sisal,3,"[""a photo of Furcraea selloana"", ""a close-up photo of Furcraea selloana"", ""a wild plant of species Furcraea selloana""]"
1389815,Rumex induratus,,3,"[""a photo of Rumex induratus"", ""a close-up photo of Rumex induratus"", ""a wild plant of species Rumex induratus""]"
1743598,Pulsatilla rubra,,3,"[""a photo of Pulsatilla rubra"", ""a close-up photo of Pulsatilla rubra"", ""a wild plant of species Pulsatilla rubra""]"
1360217,Ranunculus paludosus,Jersey buttercup,3,"[""a photo of Ranunculus paludosus"", ""a close-up photo of Ranunculus paludosus"", ""a wild plant of species Ranunculus paludosus""]"
1361557,Romulea ligustica,,3,"[""a photo of Romulea ligustica"", ""a close-up photo of Romulea ligustica"", ""a wild plant of species Romulea ligustica""]"
1359880,Gratiola officinalis,Gratiola,3,"[""a photo of Gratiola officinalis"", ""a close-up photo of Gratiola officinalis"", ""a wild plant of species Gratiola officinalis""]"
