species_id,canonical_scientific,primary_common,n_prompts,prompts
1395150,Reynoutria japonica,Asian knotweed,19,"[""a photo of Reynoutria japonica"", ""a close-up photo of Reynoutria japonica"", ""a wild plant of species Reynoutria japonica"", ""a photo of Asian knotweed"", ""a close-up photo of Asian knotweed"", ""a wild plant called Asian knotweed"", ""a photo of Japanese knotweed"", ""a close-up photo of Japanese knotweed"", ""a wild plant called Japanese knotweed"", ""a photo of Mexican bamboo"", ""a close-up photo of Mexican bamboo"", ""a wild plant called Mexican bamboo"", ""a photo of Mexican-bamboo"", ""a close-up photo of Mexican-bamboo"", ""a wild plant called Mexican-bamboo"", ""a photo of Reynoutria japonica (Asian knotweed)"", ""a close-up photo of Reynoutria japonica (Asian knotweed)"", ""a photo of Reynoutria japonica, a plant in the family Polygonaceae"", ""a close-up photo of Reynoutria japonica, a plant in the family Polygonaceae""]"
1356094,Persicaria maculosa,Jesusplant,13,"[""a photo of Persicaria maculosa"", ""a close-up photo of Persicaria maculosa"", ""a wild plant of species Persicaria maculosa"", ""a photo of Jesusplant"", ""a close-up photo of Jesusplant"", ""a wild plant called Jesusplant"", ""a photo of Lady's-thumb"", ""a close-up photo of Lady's-thumb"", ""a wild plant called Lady's-thumb"", ""a photo of Persicaria maculosa (Jesusplant)"", ""a close-up photo of Persicaria maculosa (Jesusplant)"", ""a photo of Persicaria maculosa, a plant in the family Polygonaceae"", ""a close-up photo of Persicaria maculosa, a plant in the family Polygonaceae""]"
1360316,Prunus avium,Bird cherry,19,"[""a photo of Prunus avium"", ""a close-up photo of Prunus avium"", ""a wild plant of species Prunus avium"", ""a photo of Bird cherry"", ""a close-up photo of Bird cherry"", ""a wild plant called Bird cherry"", ""a photo of Gean"", ""a close-up photo of Gean"", ""a wild plant called Gean"", ""a photo of Gean cherry"", ""a close-up photo of Gean cherry"", ""a wild plant called Gean cherry"", ""a photo of Gean, wild cherry"", ""a close-up photo of Gean, wild cherry"", ""a wild plant called Gean, wild cherry"", ""a photo of Prunus avium (Bird cherry)"", ""a close-up photo of Prunus avium (Bird cherry)"", ""a photo of Prunus avium, a plant in the family Rosaceae"", ""a close-up photo of Prunus avium, a plant in the family Rosaceae""]"
1360898,Agave americana,American agave,16,"[""a photo of Agave americana"", ""a close-up photo of Agave americana"", ""a wild plant of species Agave americana"", ""a photo of American agave"", ""a close-up photo of American agave"", ""a wild plant called American agave"", ""a photo of American century plant"", ""a close-up photo of American century plant"", ""a wild plant called American century plant"", ""a photo of American-aloe"", ""a close-up photo of American-aloe"", ""a wild plant called American-aloe"", ""a photo of Agave americana (American agave)"", ""a close-up photo of Agave americana (American agave)"", ""a photo of Agave americana, a plant in the family Asparagaceae"", ""a close-up photo of Agave americana, a plant in the family Asparagaceae""]"
1360322,Prunus lusitanica,Portugal laurel,19,"[""a photo of Prunus lusitanica"", ""a close-up photo of Prunus lusitanica"", ""a wild plant of species Prunus lusitanica"", ""a photo of Portugal laurel"", ""a close-up photo of Portugal laurel"", ""a wild plant called Portugal laurel"", ""a photo of Portuguese laurel"", ""a close-up photo of Portuguese laurel"", ""a wild plant called Portuguese laurel"", ""a photo of Portuguese laurel cherry"", ""a close-up photo of Portuguese laurel cherry"", ""a wild plant called Portuguese laurel cherry"", ""a photo of Portuguese-laurel"", ""a close-up photo of Portuguese-laurel"", ""a wild plant called Portuguese-laurel"", ""a photo of Prunus lusitanica (Portugal laurel)"", ""a close-up photo of Prunus lusitanica (Portugal laurel)"", ""a photo of Prunus lusitanica, a plant in the family Rosaceae"", ""a close-up photo of Prunus lusitanica, a plant in the family Rosaceae""]"
1396446,Stellaria graminea,Common stitchwort,19,"[""a photo of Stellaria graminea"", ""a close-up photo of Stellaria graminea"", ""a wild plant of species Stellaria graminea"", ""a photo of Common stitchwort"", ""a close-up photo of Common stitchwort"", ""a wild plant called Common stitchwort"", ""a photo of Grass-leaf starwort"", ""a close-up photo of Grass-leaf starwort"", ""a wild plant called Grass-leaf starwort"", ""a photo of Grass-leaf stitchwort"", ""a close-up photo of Grass-leaf stitchwort"", ""a wild plant called Grass-leaf stitchwort"", ""a photo of Grass-like starwort"", ""a close-up photo of Grass-like starwort"", ""a wild plant called Grass-like starwort"", ""a photo of Stellaria graminea (Common stitchwort)"", ""a close-up photo of Stellaria graminea (Common stitchwort)"", ""a photo of Stellaria graminea, a plant in the family Caryophyllaceae"", ""a close-up photo of Stellaria graminea, a plant in the family Caryophyllaceae""]"
1356303,Sanguisorba minor,Garden burnet,19,"[""a photo of Sanguisorba minor"", ""a close-up photo of Sanguisorba minor"", ""a wild plant of species Sanguisorba minor"", ""a photo of Garden burnet"", ""a close-up photo of Garden burnet"", ""a wild plant called Garden burnet"", ""a photo of Garden burnet, salad burnet"", ""a close-up photo of Garden burnet, salad burnet"", ""a wild plant called Garden burnet, salad burnet"", ""a photo of Little burnet"", ""a close-up photo of Little burnet"", ""a wild plant called Little burnet"", ""a photo of Small burnet"", ""a close-up photo of Small burnet"", ""a wild plant called Small burnet"", ""a photo of Sanguisorba minor (Garden burnet)"", ""a close-up photo of Sanguisorba minor (Garden burnet)"", ""a photo of Sanguisorba minor, a plant in the family Rosaceae"", ""a close-up photo of Sanguisorba minor, a plant in the family Rosaceae""]"
1395911,Salvia glutinosa,Jupiter's distaff,16,"[""a photo of Salvia glutinosa"", ""a close-up photo of Salvia glutinosa"", ""a wild plant of species Salvia glutinosa"", ""a photo of Jupiter's distaff"", ""a close-up photo of Jupiter's distaff"", ""a wild plant called Jupiter's distaff"", ""a photo of Sticky clary"", ""a close-up photo of Sticky clary"", ""a wild plant called Sticky clary"", ""a photo of Sticky sage"", ""a close-up photo of Sticky sage"", ""a wild plant called Sticky sage"", ""a photo of Salvia glutinosa (Jupiter's distaff)"", ""a close-up photo of Salvia glutinosa (Jupiter's distaff)"", ""a photo of Salvia glutinosa, a plant in the family Lamiaceae"", ""a close-up photo of Salvia glutinosa, a plant in the family Lamiaceae""]"
1391619,Dactylorhiza viridis,Frog orchid,16,"[""a photo of Dactylorhiza viridis"", ""a close-up photo of Dactylorhiza viridis"", ""a wild plant of species Dactylorhiza viridis"", ""a photo of Frog orchid"", ""a close-up photo of Frog orchid"", ""a wild plant called Frog orchid"", ""a photo of Frog-orchis"", ""a close-up photo of Frog-orchis"", ""a wild plant called Frog-orchis"", ""a photo of Longbract frog orchid"", ""a close-up photo of Longbract frog orchid"", ""a wild plant called Longbract frog orchid"", ""a photo of Dactylorhiza viridis (Frog orchid)"", ""a close-up photo of Dactylorhiza viridis (Frog orchid)"", ""a photo of Dactylorhiza viridis, a plant in the family Orchidaceae"", ""a close-up photo of Dactylorhiza viridis, a plant in the family Orchidaceae""]"
1358517,Rhododendron ponticum,Pontian rhododendron,16,"[""a photo of Rhododendron ponticum"", ""a close-up photo of Rhododendron ponticum"", ""a wild plant of species Rhododendron ponticum"", ""a photo of Pontian rhododendron"", ""a close-up photo of Pontian rhododendron"", ""a wild plant called Pontian rhododendron"", ""a photo of Rhododendron"", ""a close-up photo of Rhododendron"", ""a wild plant called Rhododendron"", ""a photo of Common rhododendron"", ""a close-up photo of Common rhododendron"", ""a wild plant called Common rhododendron"", ""a photo of Rhododendron ponticum (Pontian rhododendron)"", ""a close-up photo of Rhododendron ponticum (Pontian rhododendron)"", ""a photo of Rhododendron ponticum, a plant in the family Ericaceae"", ""a close-up photo of Rhododendron ponticum, a plant in the family Ericaceae""]"
1364170,Sonchus oleraceus,Annual sow thistle,13,"[""a photo of Sonchus oleraceus"", ""a close-up photo of Sonchus oleraceus"", ""a wild plant of species Sonchus oleraceus"", ""a photo of Annual sow thistle"", ""a close-up photo of Annual sow thistle"", ""a wild plant called Annual sow thistle"", ""a photo of Annual sowthistle"", ""a close-up photo of Annual sowthistle"", ""a wild plant called Annual sowthistle"", ""a photo of Sonchus oleraceus (Annual sow thistle)"", ""a close-up photo of Sonchus oleraceus (Annual sow thistle)"", ""a photo of Sonchus oleraceus, a plant in the family Asteraceae"", ""a close-up photo of Sonchus oleraceus, a plant in the family Asteraceae""]"
1370859,Prunus serotina,Black cherry,13,"[""a photo of Prunus serotina"", ""a close-up photo of Prunus serotina"", ""a wild plant of species Prunus serotina"", ""a photo of Black cherry"", ""a close-up photo of Black cherry"", ""a wild plant called Black cherry"", ""a photo of Black chokecherry"", ""a close-up photo of Black chokecherry"", ""a wild plant called Black chokecherry"", ""a photo of Prunus serotina (Black cherry)"", ""a close-up photo of Prunus serotina (Black cherry)"", ""a photo of Prunus serotina, a plant in the family Rosaceae"", ""a close-up photo of Prunus serotina, a plant in the family Rosaceae""]"
1395785,Salix eleagnos,Bitter willow,19,"[""a photo of Salix eleagnos"", ""a close-up photo of Salix eleagnos"", ""a wild plant of species Salix eleagnos"", ""a photo of Bitter willow"", ""a close-up photo of Bitter willow"", ""a wild plant called Bitter willow"", ""a photo of Elaeagnus willow"", ""a close-up photo of Elaeagnus willow"", ""a wild plant called Elaeagnus willow"", ""a photo of Hoary willow"", ""a close-up photo of Hoary willow"", ""a wild plant called Hoary willow"", ""a photo of Olive willow"", ""a close-up photo of Olive willow"", ""a wild plant called Olive willow"", ""a photo of Salix eleagnos (Bitter willow)"", ""a close-up photo of Salix eleagnos (Bitter willow)"", ""a photo of Salix eleagnos, a plant in the family Salicaceae"", ""a close-up photo of Salix eleagnos, a plant in the family Salicaceae""]"
1394250,Opuntia humifusa,Creeping prickly-pear,13,"[""a photo of Opuntia humifusa"", ""a close-up photo of Opuntia humifusa"", ""a wild plant of species Opuntia humifusa"", ""a photo of Creeping prickly-pear"", ""a close-up photo of Creeping prickly-pear"", ""a wild plant called Creeping prickly-pear"", ""a photo of Devil's-tongue"", ""a close-up photo of Devil's-tongue"", ""a wild plant called Devil's-tongue"", ""a photo of Opuntia humifusa (Creeping prickly-pear)"", ""a close-up photo of Opuntia humifusa (Creeping prickly-pear)"", ""a photo of Opuntia humifusa, a plant in the family Cactaceae"", ""a close-up photo of Opuntia humifusa, a plant in the family Cactaceae""]"
1396055,Scabiosa atropurpurea,Mourningbride,19,"[""a photo of Scabiosa atropurpurea"", ""a close-up photo of Scabiosa atropurpurea"", ""a wild plant of species Scabiosa atropurpurea"", ""a photo of Mourningbride"", ""a close-up photo of Mourningbride"", ""a wild plant called Mourningbride"", ""a photo of Sweet scabious"", ""a close-up photo of Sweet scabious"", ""a wild plant called Sweet scabious"", ""a photo of Mournful-widow"", ""a close-up photo of Mournful-widow"", ""a wild plant called Mournful-widow"", ""a photo of Pincushions"", ""a close-up photo of Pincushions"", ""a wild plant called Pincushions"", ""a photo of Scabiosa atropurpurea (Mourningbride)"", ""a close-up photo of Scabiosa atropurpurea (Mourningbride)"", ""a photo of Scabiosa atropurpurea, a plant in the family Caprifoliaceae"", ""a close-up photo of Scabiosa atropurpurea, a plant in the family Caprifoliaceae""]"
1397608,Sambucus racemosa,European red elder,19,"[""a photo of Sambucus racemosa"", ""a close-up photo of Sambucus racemosa"", ""a wild plant of species Sambucus racemosa"", ""a photo of European red elder"", ""a close-up photo of European red elder"", ""a wild plant called European red elder"", ""a photo of European red elderberry"", ""a close-up photo of European red elderberry"", ""a wild plant called European red elderberry"", ""a photo of Pacific coast red elder"", ""a close-up photo of Pacific coast red elder"", ""a wild plant called Pacific coast red elder"", ""a photo of Red elderberry"", ""a close-up photo of Red elderberry"", ""a wild plant called Red elderberry"", ""a photo of Sambucus racemosa (European red elder)"", ""a close-up photo of Sambucus racemosa (European red elder)"", ""a photo of Sambucus racemosa, a plant in the family Viburnaceae"", ""a close-up photo of Sambucus racemosa, a plant in the family Viburnaceae""]"
1396511,Tanacetum parthenium,Feverfew,10,"[""a photo of Tanacetum parthenium"", ""a close-up photo of Tanacetum parthenium"", ""a wild plant of species Tanacetum parthenium"", ""a photo of Feverfew"", ""a close-up photo of Feverfew"", ""a wild plant called Feverfew"", ""a photo of Tanacetum parthenium (Feverfew)"", ""a close-up photo of Tanacetum parthenium (Feverfew)"", ""a photo of Tanacetum parthenium, a plant in the family Asteraceae"", ""a close-up photo of Tanacetum parthenium, a plant in the family Asteraceae""]"
1360350,Rosa spinosissima,Burnet rose,10,"[""a photo of Rosa spinosissima"", ""a close-up photo of Rosa spinosissima"", ""a wild plant of species Rosa spinosissima"", ""a photo of Burnet rose"", ""a close-up photo of Burnet rose"", ""a wild plant called Burnet rose"", ""a photo of Rosa spinosissima (Burnet rose)"", ""a close-up photo of Rosa spinosissima (Burnet rose)"", ""a photo of Rosa spinosissima, a plant in the family Rosaceae"", ""a close-up photo of Rosa spinosissima, a plant in the family Rosaceae""]"
1396797,Tilia cordata,Linden,19,"[""a photo of Tilia cordata"", ""a close-up photo of Tilia cordata"", ""a wild plant of species Tilia cordata"", ""a photo of Linden"", ""a close-up photo of Linden"", ""a wild plant called Linden"", ""a photo of Littleleaf linden"", ""a close-up photo of Littleleaf linden"", ""a wild plant called Littleleaf linden"", ""a photo of Small-leaved lime"", ""a close-up photo of Small-leaved lime"", ""a wild plant called Small-leaved lime"", ""a photo of Small-leaf european linden"", ""a close-up photo of Small-leaf european linden"", ""a wild plant called Small-leaf european linden"", ""a photo of Tilia cordata (Linden)"", ""a close-up photo of Tilia cordata (Linden)"", ""a photo of Tilia cordata, a plant in the family Malvaceae"", ""a close-up photo of Tilia cordata, a plant in the family Malvaceae""]"
1397488,Scabiosa lucida,,5,"[""a photo of Scabiosa lucida"", ""a close-up photo of Scabiosa lucida"", ""a wild plant of species Scabiosa lucida"", ""a photo of Scabiosa lucida, a plant in the family Caprifoliaceae"", ""a close-up photo of Scabiosa lucida, a plant in the family Caprifoliaceae""]"
